,pattern_id,pattern_name,direction,trip_length,cd_route,cd_variation,pattern_destination,route_text,route_key,direction_id,geo_id,stop_id,stop_dist,order,stop_sort_order,geo_description,ta_geo_id,longitude,latitude,heading
603,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5918,223,1044,46,40,19TH ST + I ST,1001171,-77.043465,38.901039,181.54
604,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5811,224,484,47,41,19TH ST NW + H ST NW,1001112,-77.04348,38.899738,180.0
605,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5738,225,446,48,42,19TH ST + G ST,1001080,-77.043457,38.898533,180.0
606,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5662,226,372,49,43,19TH ST + F ST,1001056,-77.043373,38.897594,191.18
607,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5475,227,994,50,44,19TH ST NW + E ST NW,1000975,-77.043343,38.895046,180.0
608,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5376,228,417,51,45,19TH ST + VIRGINIA AVE,1000934,-77.043381,38.893925,202.37
627,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5488,19605,1149,52,46,VIRGINIA AVE + 21ST ST,1000983,-77.046425,38.895328,294.15
609,7694,[S1]NORTHERN DIVISION - POTOMAC PK,SOUTH,35467,S1,3,SOUTH to POTOMAC PARK,16th Street-Potomac Park Line,668,1.0,5574,230,725,54,47,VIRGINIA AVE + 22ND ST,1001021,-77.048561,38.896397,312.66
1303,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,18918,16629,0,2,1,SILVER SPRING STATION + BUS BAY 103,2005454,-77.030188,38.993367,144.14
1335,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,22079,9066475,560,3,2,SSTC LL COLLECTION POINT I/B,SSTC LL COLLECTI,-77.030832,38.994058,337.03
1311,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11811,20461,761,4,3,COLESVILLE RD + EAST-WEST HWY,2001001,-77.032913,38.993385,240.24
1289,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11786,12167,1436,6,4,EASTERN AVE + 16TH ST,1002883,-77.035744,38.991673,142.9
1290,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11787,12168,748,7,5,EASTERN AVE NW + NORTHGATE RD NW,1002884,-77.033722,38.990158,137.69
1291,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11788,12169,1019,8,6,EASTERN AVE NW + 14TH ST NW,1002885,-77.031227,38.988167,145.5
1322,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11789,24469,774,9,7,EASTERN AVE + 13TH ST,1002886,-77.029358,38.986618,135.58
1292,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11790,12171,737,10,8,EASTERN AVE NW + 12TH ST NW,1002887,-77.027489,38.98523,138.18
1293,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11791,12172,745,11,9,ALASKA AVE + KALMIA RD,1002888,-77.027153,38.983574,216.91
1294,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11792,12173,999,12,10,ALASKA AVE + HEMLOCK ST,1002889,-77.029373,38.981457,220.51
1316,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11793,22708,933,13,11,ALASKA AVE + GERANIUM ST,1002890,-77.031479,38.979492,221.33
1295,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11794,12175,741,14,12,ALASKA AVE + 14TH ST,1002891,-77.033135,38.977913,226.79
1296,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11795,12176,909,15,13,ALASKA AVE + DAHLIA ST,1002892,-77.035118,38.975979,219.98
1336,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,27740,9070335,388,16,14,ALASKA AVE NW + 16TH ST NW,1002893,-77.035992,38.975278,218.81
1314,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11797,21126,1027,17,15,16TH ST + ASPEN ST,1002894,-77.03643,38.972725,180.0
1297,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11798,12179,477,18,16,16TH ST + WHITTIER PL,1002895,-77.036392,38.971314,180.0
1298,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11799,12180,534,19,17,16TH ST + VAN BUREN ST,1002896,-77.036407,38.969849,180.0
1299,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11800,12181,681,20,18,16TH ST + TUCKERMAN ST,1002897,-77.036446,38.967987,180.0
1330,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11801,33308,621,22,19,16TH ST + SHERIDAN ST,1002898,-77.036446,38.966316,180.0
1300,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11802,12183,441,23,20,16TH ST + FORT STEVENS DR,1002899,-77.03643,38.965008,180.0
1301,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11803,12184,507,24,21,16TH ST + MILITARY RD,1002900,-77.03643,38.963619,180.0
1333,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11804,36372,608,25,22,16TH ST + MISSOURI AVE,1002901,-77.036415,38.96196,187.75
1319,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11805,23648,594,26,23,16TH ST + NICHOLSON ST,1002902,-77.036453,38.960335,182.15
1315,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11806,22148,622,27,24,16TH ST + MADISON ST,1002903,-77.036453,38.958633,175.93
1282,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11807,4052,988,28,25,16TH ST + MORROW DR,1002904,-77.036461,38.955933,181.99
1321,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11808,24159,1152,29,26,16TH ST + COLORADO AVE,1002905,-77.036499,38.952774,182.07
1283,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11809,4054,925,30,27,16TH ST + BLAGDEN AVE,1002906,-77.036476,38.950245,177.83
1317,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11810,22729,863,31,28,16TH ST + DECATUR ST,1002907,-77.036461,38.947888,180.0
1313,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11765,20531,583,33,29,16TH ST + BUCHANAN ST,1002862,-77.036461,38.946289,187.97
1325,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11766,24750,440,34,30,16TH ST + ALLISON ST,1002863,-77.036461,38.94495,180.0
1284,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11767,4058,666,35,31,16TH ST + VARNUM ST,1002864,-77.036499,38.943123,181.91
1318,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11768,23454,516,36,32,16TH ST + UPSHUR ST,1002865,-77.036499,38.941704,180.0
1285,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,8058,4060,645,37,33,16TH ST + SHEPHERD ST,1002305,-77.036507,38.939938,178.1
1302,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11770,12958,1194,38,34,16TH ST NW + #3636,1002867,-77.036491,38.936661,180.0
1324,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11771,24709,555,39,35,16TH ST + OAK ST,1002868,-77.036522,38.935142,182.33
1308,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11772,18206,756,40,36,16TH ST + NEWTON ST,1002869,-77.036522,38.933067,182.58
1306,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11773,18142,596,41,37,16TH ST + PARK RD,1002870,-77.036522,38.931431,184.34
1326,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11774,26232,454,42,38,16TH ST + LAMONT ST,1002871,-77.036514,38.930187,180.0
1323,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11775,24619,802,44,39,16TH ST NW + IRVING ST NW,1002872,-77.03653,38.927986,188.02
1309,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11776,18229,783,45,40,16TH ST + HARVARD ST,1002873,-77.03653,38.925682,177.74
1327,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11777,26281,777,46,41,16TH ST + EUCLID ST,1002874,-77.036545,38.92355,185.6
1286,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11778,4070,912,47,42,16TH ST + CRESCENT PL,1002875,-77.036545,38.921047,180.0
1307,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11779,18178,1031,48,43,16TH ST + V ST,1002876,-77.036537,38.91822,180.0
1305,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11780,17631,618,50,44,16TH ST + U ST,1002877,-77.036552,38.916527,182.15
1310,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,13225,20274,775,51,45,16TH ST + S ST,1003132,-77.036468,38.914341,189.15
1287,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11782,4074,815,52,46,16TH ST + CORCORAN ST,1002879,-77.03656,38.912125,184.35
1312,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11783,20487,830,53,47,16TH ST + P ST,1002880,-77.036575,38.909847,180.0
1320,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11784,23744,1695,54,48,16TH ST + M ST,1002881,-77.036598,38.905251,188.85
1288,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,11785,4077,882,55,49,16TH ST + K ST,1002882,-77.036598,38.90284,186.99
1334,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21786,38247,1299,56,50,H ST + MADISON PL NW,1001141,-77.03538,38.90014,90.0
1281,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21795,644,1195,58,51,H ST NW + 14TH ST NW,1003467,-77.03135,38.90014,90.0
1328,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21796,26390,522,59,52,H ST NW + 13TH ST NW,1001124,-77.02992,38.89974,124.9
1329,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21797,32100,770,60,53,H ST NW + 11TH ST NW,1001108,-77.0273,38.89974,90.0
1332,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21792,35064,872,61,54,11TH ST + F ST,1001061,-77.02714,38.89766,180.65
1331,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21798,33906,493,62,55,11TH ST NW + E ST NW,1001018,-77.02717,38.89637,177.72
1304,11688,[S2]SILVER SPRNG  - FEDTRIANGLE,SOUTH,43444,S2,1,SOUTH to FEDERAL TRIANGLE,16th Street Line,418,1.0,21794,17050,1178,64,56,10TH ST NW + PENNSYLVANIA AVE NW,1003691,-77.02606,38.89377,188.32
1355,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,15371,12189,0,2,1,10TH ST NW + CONSTITUTION AVE NW,1003432,-77.025977,38.892655,180.0
1346,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5319,1386,1114,3,2,12TH ST + CONSTITUTION AVE,1000901,-77.02803,38.893231,341.85
1376,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5511,17775,1465,4,3,11TH ST NW + E ST NW,1000991,-77.026962,38.895862,358.22
1354,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5695,4191,837,5,4,11TH ST NW + G ST NW,1001068,-77.026932,38.898052,0.63
1345,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,19338,1174,502,6,5,11TH ST NW + H ST NW,1003728,-77.02698,38.89929,349.54
1403,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5947,36932,985,7,6,I ST + 12TH ST NW,1001184,-77.027763,38.901367,270.0
1402,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5960,34150,1164,9,7,FRANKLIN SQUARE + BUS BAY D,1001191,-77.031669,38.901444,271.21
1401,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,5948,30838,745,10,8,I ST + 15TH ST NW,1001185,-77.034264,38.901394,268.83
1356,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11816,12190,882,11,9,16TH ST + I ST,1002910,-77.03641,38.90183,0.0
1357,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11817,12191,691,12,10,16TH ST + L ST,1002911,-77.036552,38.90361,0.0
1381,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,6224,19453,566,13,11,16TH ST + M ST,1001325,-77.036433,38.905355,2.78
1378,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,6455,18771,1548,14,12,16TH ST + P ST,1001428,-77.036514,38.909454,347.21
1348,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,6577,4084,567,15,13,16TH ST + Q ST,1001511,-77.036514,38.910976,353.44
1349,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11819,4085,718,16,14,16TH ST + R ST,1002913,-77.036468,38.912933,355.81
1379,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,6760,18780,548,17,15,16TH ST + S ST,1001607,-77.036468,38.914432,349.8
1377,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,6867,18042,851,19,16,16TH ST + U ST,1001666,-77.036423,38.916733,357.66
1382,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11820,19924,617,20,17,16TH ST + V ST,1002914,-77.036438,38.918404,0.0
1350,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7088,4087,908,21,18,16TH ST + CRESCENT PL,1001777,-77.036423,38.920765,2.13
1388,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7186,21463,839,22,19,16TH ST + EUCLID ST,1002915,-77.036362,38.923061,357.86
1383,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7359,20432,1030,23,20,16TH ST + HARVARD ST,1001922,-77.036415,38.92585,359.96
1384,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7482,20473,967,25,21,16TH ST + IRVING ST,1001989,-77.036453,38.928478,358.96
1395,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7577,25108,612,26,22,16TH ST + LAMONT ST,1002048,-77.036407,38.930126,354.46
1400,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7626,26935,490,27,23,16TH ST + PARK RD,1002077,-77.036446,38.931393,338.12
1390,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7766,22334,778,28,24,16TH ST + NEWTON ST,1002162,-77.036484,38.933483,356.57
1380,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7812,18901,432,29,25,16TH ST + OAK ST,1002183,-77.036468,38.934609,358.09
1347,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,7927,4061,950,30,26,16TH ST + SPRING RD,1002241,-77.036423,38.93721,354.22
1351,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,8054,4088,984,31,27,16TH ST + SHEPHERD ST,1002302,-77.036384,38.939892,357.78
1397,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,8136,25805,676,32,28,16TH ST + UPSHUR ST,1002340,-77.036384,38.941727,2.48
1352,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11822,4089,787,33,29,16TH ST + WEBSTER ST,1002916,-77.036362,38.943852,358.25
1391,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11823,23053,398,34,30,16TH ST + ALLISON ST,1002917,-77.036377,38.944893,0.0
1399,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,8321,26621,409,36,31,16TH ST + BUCHANAN ST,1002436,-77.036354,38.945995,358.01
1389,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,8426,22130,922,37,32,16TH ST + DECATUR ST,1002496,-77.036362,38.948482,355.94
1353,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,8473,4090,618,38,33,16TH ST NW + EMERSON ST NW,1002514,-77.036369,38.950184,6.38
1386,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11824,21168,1066,39,34,16TH ST + COLORADO AVE,1002918,-77.036354,38.953026,351.53
1358,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11825,12193,1115,40,35,16TH ST + KENNEDY ST,1002919,-77.036362,38.95602,0.09
1387,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11826,21267,810,41,36,16TH ST + MADISON ST,1002920,-77.036354,38.958168,0.0
1398,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11827,25916,686,42,37,16TH ST + NICHOLSON ST,1002921,-77.036354,38.960075,1.82
1385,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11828,21099,805,43,38,16TH ST + MISSOURI AVE,1002922,-77.036339,38.962193,357.89
1359,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11829,12194,880,44,39,16TH ST + FORT STEVENS DR,1002923,-77.036316,38.964565,0.0
1360,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11830,12195,785,46,40,16TH ST NW + SOMERSET PL NW,1002924,-77.03627,38.966717,354.99
1361,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11831,12196,792,47,41,16TH ST + UNDERWOOD ST,1002925,-77.036316,38.968891,0.0
1362,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11832,12197,585,48,42,16TH ST + WHITTIER ST,1002926,-77.036323,38.970497,359.79
1393,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11833,23653,895,49,43,16TH ST NW + ASPEN ST,1002927,-77.036125,38.972938,333.59
1363,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11834,12199,865,50,44,ALASKA AVE + 16TH ST,1002928,-77.035942,38.975136,35.99
1364,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11835,12200,408,51,45,ALASKA AVE + DAHLIA ST,1002929,-77.035004,38.975994,20.9
1365,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11836,12201,929,52,46,ALASKA AVE + FERN ST,1002930,-77.032989,38.977879,35.95
1394,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11837,24341,666,53,47,ALASKA AVE + GERANIUM ST,1002931,-77.031586,38.979229,29.69
1366,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11838,12202,821,54,48,ALASKA AVE + 13TH ST,1002932,-77.029884,38.980911,33.27
1367,11689,[S2]FED TRIANGLE  - SILVER SPRNG,NORTH,45466,S2,2,NORTH to SILVER SPRING STATION,16th Street Line,96,0.0,11839,12203,835,55,49,ALASKA AVE + 12TH ST,1002933,-77.028099,38.982624,33.65
